text,label,source,prob_positive
nói_chung là nên mua nha,1,pseudo,0.9884461164474488
hình_ảnh và video mang tính_chất nhận xu,0,pseudo,0.0283697005361318
uay y túi rất đẹp nhìn vô_cùng chin g luon vượt ngoài sức tưởng_tượng của mình uay y,1,pseudo,0.9929034113883972
đẹp và màu xinh nhưng mình không biết gắn dây với giá này thì quá tốt rồi á,1,pseudo,0.9911409616470336
sản_phẩm tốt nên mua,1,pseudo,0.9924966096878052
túi xinh giá rẻ,1,pseudo,0.9899545907974244
có dịp sẽ ủng_hộ tiếp,1,pseudo,0.991548717021942
"k mà chất_lượng lắm nha , có túi khí giữ orm túi , giao hàng nhanh",1,pseudo,0.9904836416244508
chất_liệu ok đẹp lắm nha mọi người,1,pseudo,0.9928115010261536
màu_sắc đẹp màu đều nhau,1,pseudo,0.9899492263793944
đúng với mô_tả rất là ok giá rất hợp_lý với túi nha,1,pseudo,0.992816686630249
đúng với mô_tả sản_phẩm tốt sẽ tiếp_tục ủng_hộ shop,1,pseudo,0.9917045831680298
đúng với mô_tả rất hài_lòng,1,pseudo,0.9926637411117554
túi đẹp lắm ạ,1,pseudo,0.9927752017974854
hàng rất đẹp làn sau ung hộ shop,1,pseudo,0.9929327964782716
"túi siêu y ê u , giao hàng nhanh nữa",1,pseudo,0.9927129149436952
hàng rất đẹp và ok,1,pseudo,0.9929049611091614
cảm ưn shop,1,pseudo,0.9898527264595032
ưng lắm ạ,1,pseudo,0.992868959903717
túi xinh nha a hợp giá tiền,1,pseudo,0.9899719953536988
túi đẹp rất đẹp,1,pseudo,0.992911159992218
đẹp mê luôn ah,1,pseudo,0.99295312166214
túi chất_lượng luôn ạ shop thì nhiệt_tình tư_vấn,1,pseudo,0.992747128009796
tui xinh giá_cả hợp_lí dẹp,1,pseudo,0.9923782348632812
shop giao nhầm mẫu túi cho mình nha nhưng shop cx đã giải thi k vì hết hàng dù_sao túi mik rất ưng nên cho shop sao nha,1,pseudo,0.990026593208313
chất_liệu xịn,1,pseudo,0.9919611811637878
túi rất đẹp nha shop,1,pseudo,0.9925931096076964
và chất_lượng,1,pseudo,0.9916328191757202
đúng với mô_tả hàng đẹp lắm,1,pseudo,0.9908962845802308
ủng_hộ dài_dài,1,pseudo,0.991992175579071
chất_liệu chất ok,1,pseudo,0.9928653240203856
síp bơ nhiệt_tình chu_đáo,1,pseudo,0.9926969408988952
vẫn chx nhận đc hàng mà s để là kiện hàng giao thành_công ạ mong shop xem_xét lại ạ,0,pseudo,0.0104296747595071
đúng với mô_tả đẹp lắm luôn á trời,1,pseudo,0.9929248094558716
l hanh xịn vãi t mua về ai cx khen,1,pseudo,0.9928985834121704
sẽ ủng_hộ nhiều,1,pseudo,0.9914536476135254
màu_sắc tím,0,pseudo,0.0259991306811571
túi đẹp xuất_sắc lun cả nhà ơi,1,pseudo,0.9929441809654236
đúng mẫu túi đẹp lắm shop ơi,1,pseudo,0.9928129315376282
chất_liệu de l l thấy hàng đâu,0,pseudo,0.0444444790482521
như lo,0,pseudo,0.0046825469471514
sp tuyệt_vời đẹp săn se le đk vs giá k,1,pseudo,0.992933750152588
sản_phẩm tốt rất ưng,1,pseudo,0.9929152727127076
"túi đẹp , giao hàng nhanh",1,pseudo,0.9896534085273744
ủng_hộ lần sau,1,pseudo,0.9895590543746948
quá đẹp luôn,1,pseudo,0.9929214119911194
hàng chất_lượng,1,pseudo,0.9918975830078124
chất_liệu mềm mịn,1,pseudo,0.9928382039070128
đẹp mà_còn giao nhanh nữa ạ,1,pseudo,0.9907664060592652
đẹp lắm,1,pseudo,0.99287086725235
hàng rất là ok,1,pseudo,0.9920273423194884
bóp đẹp lắm mn,1,pseudo,0.992645263671875
tốt và đẹp,1,pseudo,0.9924060702323914
màu_sắc sai màu,0,pseudo,0.0127824582159519
đặt đen giao trắng,0,pseudo,0.008386549539864
màu_sắc trắng xinh h,1,pseudo,0.9925079941749572
đẹp,1,pseudo,0.9928285479545592
mùi kinh lắm luôn ý dép bị cứng khi đi dễ đau chân nhưng_mà giá rẻ thì đành chịu thôi nói_chung là mua thì mua ko mua thì thôi chả có gì đặc_biệt đẹp lắm đâu,0,pseudo,0.0136810662224888
thất_vọng chọn cái có s ti c ke r mà cuối cg đưa cái gắn quả dâu cứ nghĩ đẹp ai_ngờ bth chả đẹp chút nào cả thất_vọng,0,pseudo,0.0053974748589098
chất_lượng sản_phẩm tuyệt_vời,1,pseudo,0.9929203391075134
đóng_gói sản_phẩm rất đẹp và chắc_chắn mang tính_chất nhận xu,1,pseudo,0.992422878742218
đóng_gói sơ_sài,0,pseudo,0.0130226938053965
sie mà ngỡ kh á,0,pseudo,0.0417312458157539
dép rẻ săn được lúc sa le còn k nghĩ ko ra gì nhưng thật_sự mình rất hài_lòng nhé cảm_ơn shop và các b nên mua nhé ạ,1,pseudo,0.9928041100502014
mong lần sau giao đúng mẫu hình_ảnh mang tc minh_hoạ,0,pseudo,0.0151467211544513
quớ đẹp,1,pseudo,0.9921334981918336
hình_ảnh mang tính_chất nhận xuu,0,pseudo,0.0388170406222343
"nên mua nha mọi người rất đẹp nha a , mình săn giá chỉ nhưng ume luôn á , mùi thì hơi khó_chịu tí , s ti c k ở phía trên khá chắc_chắn , màu đẹp , giao đúng mẫu , shop rất thân_thiện nha dép mình bị lỗi nói lại với shop thì shop tặng vo uc he r để xin_lỗi , shipper thân_thiện sẽ ủng_hộ tiếp ạ",1,pseudo,0.9919041991233826
thì đưa cx uy_tín mùi nhựa nồng,0,pseudo,0.0042510596103966
bên cạnh hai cơ_sở ở lê_hồng phong và lê lợi thì có cơ_sở mới ở nguyễn_văn cừ đang v,0,pseudo,0.005642082542181
"chất_lượng sản_phẩm ổn , ship thân_thiện",1,pseudo,0.9906885623931884
hình_ảnh chỉ mang tính_chất nhận xu ạ,0,pseudo,0.0039273304864764
"đúng với mô_tả hàng đẹp , dễ đi",1,pseudo,0.9899584650993348
n s se s sii sue heu d d h d h d h h d x x,1,pseudo,0.9880869388580322
săn sa le đôi dép k,0,pseudo,0.011324462480843
hình_ảnh và video chỉ mang tính_chất nhận xu,0,pseudo,0.0044593741185963
màu_sắc màu nâu,0,pseudo,0.0370683521032333
hàng mới nhận hôm_qua đẹp ưng dã_man,1,pseudo,0.9929250478744508
"trời_ơi xin k xĩu lunn , mình săn sa le có k lun á",0,pseudo,0.0046864789910614
h x bu d v c b h s h b v cs x h h d đ,0,pseudo,0.0411883741617202
hình_ảnh giống trên hình_ảnh chủ mang tính_chất minh_hoạ,0,pseudo,0.0454311221837997
chất_liệu chất_liệu làm bàng cao_su,0,pseudo,0.0288656018674373
"sản_phẩm tốt , d h h đúng hàng",1,pseudo,0.9922484159469604
"giao đúng mẫu , mẫu đúng hình , mang êm chân , đúng si e , cut e lắm nha",1,pseudo,0.9917731881141664
"sản_phẩm đẹp , đúng mẫu , mang không đau chân , sẽ quay lại ủng_hộ",1,pseudo,0.9927821159362792
"dép đẹp , màu cũng đẹp đáng mua ạ",1,pseudo,0.992938220500946
"hàng gói rất cẩn_thận , giáo khá n h anh , hàng rất đẹp mọi người nên mua để ủng_hộ shop nhen",1,pseudo,0.9929261207580566
cao lần sau sẽ ủng_hộ shop tiếp,1,pseudo,0.9914863109588624
chất_liệu deo mem,1,pseudo,0.9909452199935912
rất là ưng luôn n,1,pseudo,0.9929344654083252
sản_phẩm oke lắm nha rất đáng để thử cho shop chất_lượng đóng_gói giao hàng luôn,1,pseudo,0.9927617907524108
màu_sắc trang,0,pseudo,0.0061272596940398
sản_phẩm rất đẹp dễ đi và giá rất đang với đồng tìn bỏ ra quá xuất_sắc cho shop còn,1,pseudo,0.99294114112854
g gai ai h s k ko o d n n k ko o q o oi y i o oa as n n s k ka k sn n mm ko al sii o oe hue i eo p k x x k k x d,0,pseudo,0.0334175042808055
hu_hu,0,pseudo,0.0333882384002208
chất_liệu đẹp và rất xinh,1,pseudo,0.9929248094558716
tb quy khach co diem tieu dung viet tel tinh den het ngay,1,pseudo,0.9914073348045348
bam goi hoac truy cap ung_dung my viet tel tai ht tp s my v t,0,pseudo,0.043132197111845
máy hút mùi âm tủ ha e le h h sa,0,pseudo,0.0131858456879854
"giá tốt , sử_dụng phù_hợp cho mọi gian bếp , bảo_vệ sức_khoẻ gia_đình bạn , sản_phẩm cao_cấp , chính hãng",1,pseudo,0.9927421808242798
chất_liệu siêu êm,1,pseudo,0.992940068244934
đúng với mô_tả săn sa le còn k nên em mừng vì dép siêu đep,1,pseudo,0.989649772644043
chất_liệu d dep,1,pseudo,0.9924619793891908
mẫu dép ưng lắm ạ nhưng hơi cứng đeo vào thì sang lắm nên mua nhé ạ,1,pseudo,0.9910168647766112
"dép đẹp , đặt sie giao mang vừa y chân , ai đặt thì tăng sie nha mọi người",1,pseudo,0.9927983283996582
phần s ti c ke r bị dính keo,0,pseudo,0.0293049663305282
mùi hơi nồng,0,pseudo,0.0043412591330707
ảnh chỉ mang t,0,pseudo,0.0062110987491905
"dép mang vừa chân , chất này dễ cọ rửa nữa nên mua nha mng",1,pseudo,0.992786705493927
cái gì cũng k bt tất_cả chỉ mang tính_chất nhận xu,0,pseudo,0.0037771603092551
màu_sắc trắng ố,0,pseudo,0.009498463012278
nhìn thì cũng xinh mà nó ố vàng g dơ thất_vọng lém luôn á,0,pseudo,0.0052460278384387
chưa nhận được hàng mà kêu nhận hàng rồi,0,pseudo,0.0042089787311851
hàng đẹp giao nhanh nhưng_mà mùi nó hơi nồng sao á,0,pseudo,0.0450424030423164
đúng với mô_tả đẹp xuất_sắc,1,pseudo,0.9928500652313232
mua đôi dép sa le k rất xinh luôn,1,pseudo,0.9921432733535768
"dép đẹp , shop giao hàng n h anh , rất ưng_ý sẽ ủng_hộ shop nhiều",1,pseudo,0.9929050803184508
hình_ảnh và video chỉ nang tính_chất nhận xu,0,pseudo,0.0238746553659439
chất_liệu nhựa cao_su,0,pseudo,0.0388949029147625
"mua sie nhưng shop gia o , may là đi vẫn ok , đi như_vậy cho thoải_mái",1,pseudo,0.9909875988960266
chất_liệu sốp cứng,0,pseudo,0.01140549313277
"dép đẹp nhưng_mà hơi cứng , đi rất đau chân , mòn nhanh",0,pseudo,0.0218451358377933
dép rất dễ_thương,1,pseudo,0.9928991794586182
dép đẹp săn dcc k kk,1,pseudo,0.9926464557647704
"chất liệuxốp , cao_su",0,pseudo,0.0199048016220331
"giao hàng n h anh , shipper thân_thiện , sản_phẩm tốt , đẹp , giống hình , đáng mua nha",1,pseudo,0.9928655624389648
vừa rẻ lại vừa dễ_thương,1,pseudo,0.9928045868873596
mn nên mua nhé,1,pseudo,0.9901611804962158
lúc mở hơi mùi dép đẹp sie chuẩn rất đáng tiền nhe mn,1,pseudo,0.9929094314575196
"sản_phẩm chất_lượng tuyệt_vời , đóng_gói kĩ_càng , hàng về nhanh lắm nha sẽ ủng_hộ shop dài_dài nè",1,pseudo,0.992914080619812
mọi ng mua thì lên đặt lên thêm sie đi ok hơn,1,pseudo,0.9893932342529296
"dép đi êm du đi rất thích , hơi mùi nhưng giá oki",1,pseudo,0.9912378191947936
bền,1,pseudo,0.9914740324020386
mùi hôi dã,0,pseudo,0.0056047374382615
man,0,pseudo,0.0164099466055631
qá là oke nma nhỡ đặt sie hơi pé,0,pseudo,0.0047656181268393
đúng với mô_tả dễ bị bong,0,pseudo,0.0365364626049995
"giao hàng nhạn , sản_phẩm tốt , sẽ ủng_hộ lần sau",1,pseudo,0.9923807978630066
chất_liệu hơi nồng mùi cao suu,0,pseudo,0.0095332628116011
dép ok ua vy b d kan a h h ba ai n ban na kan x x cn s sn nma kan h s xb d n x x b x b b x s s h b n b b sb xbd dbx,0,pseudo,0.0277734007686376
"sản_phẩm đẹp đi êm chân , shop rất nhiệt_tình a",1,pseudo,0.9929255247116088
dép đẹp lắm,1,pseudo,0.991060197353363
giá vs chất_lượng khá là ok,1,pseudo,0.9923008680343628
nhưng dép ko đc mềm lắm,0,pseudo,0.0392507873475551
dép nhìn yêu lắm nhưng k dc xinh như trên ảnh,1,pseudo,0.9926186203956604
mình thường đi sie định mua sie đi cho thoải_mái nhưng_mà thấy to quá_trời,0,pseudo,0.017155721783638
màu sắc đen đen n,0,pseudo,0.0452504083514213
dép đẹp lắm luôn n ạ,1,pseudo,0.992846667766571
màu_sắc chuẩn,1,pseudo,0.9906588792800904
đẹp ổn dễ_thương mới_đầu thấy cái đế to tưởng ko vừa ai_ngờ mang vào vưa đúng với chân nếu mua nên chọn đúng số chân,1,pseudo,0.9926384687423706
dép xinh xuất_sắc luôn,1,pseudo,0.9929363131523132
lần đầu mua được đôi dép chưa đến k,0,pseudo,0.0455234758555889
dép xinh lắm nha,1,pseudo,0.9920018911361694
cơ_mà shop giao sai sie cho mình,0,pseudo,0.0060940003022551
sp rất đẹp nma mk đặt sie to quá shop đóng_gói cẩn_thận shipper thân_thiện mọi người nên mua,1,pseudo,0.9929572343826294
đúng với mô_tả rất đẹp nên mua nha mọi người,1,pseudo,0.9928881525993348
eo dép đẹp dã_man nha mn mình săn sa le có k à mà ưng dã_man sẽ ủng_hộ shop nhiều u,1,pseudo,0.9929569959640504
dép đẹp giá rẻ rất đáng thử nha a,1,pseudo,0.992849826812744
dép sie hơi bé so với mình tưởng_tượng tiền_nào_của_nấy thoi i,0,pseudo,0.0434643365442752
ảnh mang tính_chất nhận xu,0,pseudo,0.0380779579281806
"dép xinh nhưng mùi hơi hôi , khó_chịu",0,pseudo,0.0043452247045934
kính đẹp lắm mọi người ơi mình không nghĩ với giá rẻ mà có_thể mua được sản_phẩm chất_lượng như này,1,pseudo,0.991958737373352
đúng với mô_tả ko hẳn,0,pseudo,0.0459853373467922
dép đẹp lắm nha m người nên mua nhé dép nhẹ đi êm chân lắm,1,pseudo,0.9929375052452089
shop giao nhầm hai đôi cho mình,0,pseudo,0.0198202189058065
hàng vừa rẻ vừa xinh ạ bóc ra thấy mùi hắc nma xí xía đc giao hàng cũng nhanh đóng_gói cẩn_thận mình ưng ls ạ cảm_ơn shop,1,pseudo,0.9910111427307128
shop tư_vấn chuẩn sie,1,pseudo,0.9902196526527404
chất quần mềm min n om cứng_cáp,1,pseudo,0.992739737033844
ưng từ chất_liệu tới om dáng,1,pseudo,0.99290531873703
giá_cả lại hợp_lí mặc đi học đi chơi đều ok sao shop nhé,1,pseudo,0.9925198554992676
"quần đẹp chất ok lên dáng đẹp , shop tư_vấn nhiệt_tình mk mặc vừa in rất ứng ý , shop giao hàng nhanh",1,pseudo,0.9929290413856506
"quần đẹp n h e , vải mịn , dày vừa_phải mặc mát",1,pseudo,0.9929463267326356
"tui m sie s vừa đẹp , cái quần mua trên shop e e tui vừa_ý nhất đó h từ vải tới orm",1,pseudo,0.9921173453330994
"shop có gửi tặng món quà nhỏ xinh , ncl đáng tiền",1,pseudo,0.9928491115570068
chất_lượng sản_phẩm kha s oon,1,pseudo,0.9925561547279358
tính_năng nổi_bật dùng để cos và nghe nữa,1,pseudo,0.992787539958954
chất_lượng sản_phẩm âm_thanh nghe tốt,1,pseudo,0.9928655624389648
chất_lượng sản_phẩm ok ok ok,1,pseudo,0.9910774230957032
"tính_năng nổi_bật đèn sáng đẹp , tai nghe êm , sạc nhanh",1,pseudo,0.9928569793701172
"chất_lượng sản_phẩm đẹp p p p , giao đúng loại , hộp hàng đẹp , chất_lượng phải nói là ko thể che vào đâu đc",1,pseudo,0.9929119944572448
"đ , rất tuyệt_vời , rất đẹp",1,pseudo,0.992887794971466
tính_năng nổi_bật nghe âm tốt,1,pseudo,0.9928781390190125
"có thiệp cảm_ơn , goi s cả thùng ca r ton bên ngoài , ship nhanh ngày , có chút trục_trặc về ship và shop cs kh rất tận_tâm hỏi_han các thứ , giá rẻ dùng ổn nên không có ý_kiến gì thêm",1,pseudo,0.9917198419570924
"hàng rất đẹp đeo rất vừa tai rất êm không bị đâu tai , nói_chung là tất uk",1,pseudo,0.9929641485214232
tính_năng nổi_bật không bt nx tại chx dung,1,pseudo,0.9907717704772948
sản_phẩm tốt và cảm_thấy khá tuyệt khi dùng mọi người nên mua nha,1,pseudo,0.9929255247116088
tính_năng nổi_bật giá rẻ xài được hay,1,pseudo,0.9924116730690002
chất_lượng sản_phẩm chất_lượng tốt,1,pseudo,0.991248369216919
cut e lắm mua dưa l ng mới nên k en ne mua ạ ổn lắm lun sii nên mua,1,pseudo,0.9925918579101562
chất_lượng sản_phẩm tot,1,pseudo,0.992497980594635
tính_năng nổi_bật nghe nhạc,1,pseudo,0.9923822283744812
"tai nghe đẹp nma đeo hơi đau tai , và hơi khó kết_nối nma vẫn rcm nên mua nha giá này cũng khá ok r hình_ảnh mang tính_chất minh_hoạ",1,pseudo,0.9917809367179872
tính_năng nổi_bật ổn,1,pseudo,0.9917811751365662
chạm và giữ một đoạn để ghim đoạn đó,0,pseudo,0.0242986157536506
các đoạn đã bỏ ghim sẽ bị xoá sau giờ,0,pseudo,0.0048134890384972
nhấn vào một đoạn để dán vào hộp văn_bản,0,pseudo,0.0376499369740486
"sử_dụng biểu_tượng chỉnh_sửa để ghim , thêm hoặc xoá đoạn",0,pseudo,0.0050395461730659
"hàng tốt , dùng cũng ok lắm sao cho shop , lần sau sẽ quay lại mua tiếp",1,pseudo,0.9928212761878968
chất_lượng sản_phẩm siu u tốt,1,pseudo,0.9902023077011108
tính_năng nổi_bật rất đẹp nghe rất mu ợ n luôn,1,pseudo,0.9929249286651612
sản_phẩm tốt chất lu ợ n g siu đỉnh nha,1,pseudo,0.9928737878799438
nhạc nghe rất ổn nhưng_mà nghe trong thời_gian dài sẽ hơi đau tai xíu nha rất đáng mua a nha,1,pseudo,0.9925605654716492
tính_năng nổi_bật nghe,1,pseudo,0.9928091764450072
"hàng đẹp giống như mô_tả , giao hàng n h anh , đong goi cẩn_thận nói_chung là ưa hết nước chấm",1,pseudo,0.992785096168518
lần sau sẽ ghé qua shop mua típ hi_hi,1,pseudo,0.9912137389183044
tính_năng nổi_bật đẹp,1,pseudo,0.9922791719436646
tai nghe đẹp giao khá nhanh tai nghe ổn,1,pseudo,0.9923442006111144
chất_lượng sản_phẩm rất tuyệt_vời nhìn rất đẹp,1,pseudo,0.9928832054138184
tính_năng nổi_bật rất đẹp màu đen rất đẹp và nổi_bật tôi rất thích,1,pseudo,0.9929330348968506
mua có k nên ko đòi_hỏi gì nhiều nên cho shop sao hàng giao nhanh mua có k mình thích nên cho shop năm sao tôi rất thích nó nhìn nó dễ_thương lắm hai đèn led của nó rất đẹp nhấy nhiều màu nghe rất êm tai xài rất tốt,1,pseudo,0.9929547905921936
chất_lượng sản_phẩm tốt chất_lượng,1,pseudo,0.9920535087585448
nghe nhạc tốt giá cũng rẻ có đồng thôi chất_lượng,1,pseudo,0.9924010038375854
chất_lượng sản_phẩm ok,1,pseudo,0.9901641011238098
"giao hàng n h anh , đóng_gói cẩn_thận",1,pseudo,0.9908604621887208
"tại nghe rất xinh , nghe thử thấy ok , các nút bấm ok",1,pseudo,0.992920696735382
rẻ đẹp,1,pseudo,0.9927111864089966
nên mua ạ,1,pseudo,0.9927003979682922
hàng tốt,1,pseudo,0.9888229370117188
chất_lượng sản_phẩm và khi đã yêu em nhiều lắm nói về sự_kiện này đã khiến những_ai đã từng có,1,pseudo,0.99288672208786
gg những điều cần_thiết,1,pseudo,0.9911818504333496
tính_năng nổi_bật blu eto ot h,1,pseudo,0.9924399852752686
"sản_phẩm cũng tạm ổn , mua giá k nên cũng kh mong chất_lượng tốt nhưng_mà hên là tai nghe nghe được chứ không có vấn_đề gì , chỉ có vấn_đề hơi lớn là đang nghe bấm vào nút đèn thì nó kêu è ảnh_hưởng đến tai lắm ạ kiểu âm_thanh đang phát bth cái nó kêu lên làm_phản ứng không kịp luôn , muốn thủng màn nhĩ",0,pseudo,0.0079661021009087
tính_năng nổi_bật nghe hay,1,pseudo,0.9929240942001344
tính_năng nổi_bật nghe êm,1,pseudo,0.992893636226654
"mình săn với giá quá hời nên cũng chả thể chê vào đâu đc , mà tai nghe chưa đến cành",1,pseudo,0.9907715320587158
dùng để nghe hay chụp ảnh cũng quá tuyệt vv giao có ngày rưỡi đến_nơi quá nhanh,1,pseudo,0.9928585290908812
chất_lượng sản_phẩm xuất_sắc nha a,1,pseudo,0.992667019367218
tính_năng nổi_bật tai nghe rất êm rỏ ràng,1,pseudo,0.9929469227790833
chụp hình xinh nghe xịn,1,pseudo,0.9928848147392272
chất_lượng sản_phẩm tệ,0,pseudo,0.0064665009267628
tính_năng nổi_bật vẻ ngoài đẹp,1,pseudo,0.9926363229751588
tính_năng nổi_bật nghe nhạc ok,1,pseudo,0.9928730726242064
xinh_xẻo nha các b,1,pseudo,0.9913712739944458
mình mua cái rẻ thôi nên k có gì để chê được,1,pseudo,0.9904416799545288
sẽ ủng_hộ shop tiếp,1,pseudo,0.9906134605407716
"ui xinh lắm nha mọi người , kết_nối được lap top và điện_thoại luôn",1,pseudo,0.9926493763923644
về cơ_bản thì hàng giống mẫu nhưng chất âm tai nghe không tốt lắm đâu k tiền_nào_của_nấy thôi,0,pseudo,0.043315939605236
với cả thái_độ phục_vụ của shop cũng như,0,pseudo,0.0285397693514823
"giao hàng nhanh lắm , hàng y hình , nghe ổn , shop trả_lời nhiệt_tình cực",1,pseudo,0.9923028945922852
chất_lượng nghe ok đây là shop từ trước giờ bán hàng điên n tử ok nhất,1,pseudo,0.9928743839263916
mình sẽ giới_thiệu cho bạn_bè mua rất tuyệt,1,pseudo,0.9928118586540222
tính_năng nổi_bật nghe rõ,1,pseudo,0.9929105639457704
hình_ảnh chỉ mang tc nhận xu,0,pseudo,0.0039792293682694
"hàng đẹp chất_lượng xinh_xắn dễ_thương , con gái mh rất thích , cảm_ơn shop nhiều",1,pseudo,0.9929221868515016
chất_lượng sản_phẩm tuyệt ời,1,pseudo,0.9929260015487672
"tính_năng nổi_bật âm_thanh tốt , lớn , nhiều chức_năng",1,pseudo,0.9928767085075378
"tuyệt ời lắm luôn , tai nghe kết_nối điện_thoại hay lap top gì cũng được hết , dây sạc hơi ngắn nên mn dùng sạc chui đt an d roi d cũng được , âm_thanh nghe êm cực luôn , bật max vo lum e nghe như đi quẩy bar vậy , shop tư_vấn rất nhiệt_tình , sẽ ủng_hộ shop lần sau ạ",1,pseudo,0.9928939938545228
"giao hàng hơi l â u , mà sản_phẩm nhận được khá ưng nha , nghe nhạc cũng êm , đèn đẹp , k biết có bền không thôi",1,pseudo,0.9922388195991516
"bạn phải_biết rằng , ngày mưa đến cái bóng cũng sẽ bỏ bạn mà đi",0,pseudo,0.0070026093162596
tô ts rẻ nên mua nhé al b cn tuyệt_vời đáng mua a h b v n b,1,pseudo,0.9929330348968506
tính_năng nổi_bật ok,1,pseudo,0.992742657661438
sản_phẩm chất_lượng than k shop nhi è u,1,pseudo,0.9923019409179688
sản_phẩm xinh_đẹp tuyệt_vời đ cho sốp ạ tôi xin chân_thành cảm_ơn,1,pseudo,0.9929271340370178
vd và hí n h ảnh không liên_quan nma tai nghe mèo rất đẹp và xịn nha mn nên mua,1,pseudo,0.9929593801498412
chất_lượng sản_phẩm tô t lăm,1,pseudo,0.9928953051567078
tính_năng nổi_bật nghe lớn,1,pseudo,0.9929030537605286
"bao_bì bên ngoài giống như bị n g ta xé ra vậy á , mik để quên e nó tới h mới quay lại đánh_giá",0,pseudo,0.0110987955704331
chất_lượng sản_phẩm to ot s,1,pseudo,0.9928858876228333
chất_lượng sản_phẩm to ot,1,pseudo,0.9928205609321594
"hàng đẹp nha , bạn túi ài còn mua thêm nữa cơ",1,pseudo,0.992860734462738
tính_năng nổi_bật nghe cũng ổn,1,pseudo,0.9929117560386658
mình thấy sản_phẩm dùng được giá cả cũng rất phù_hợp mn có_thể thử,1,pseudo,0.992021918296814
"chất_lượng sản_phẩm tốt , nghe âm_thanh khá ổn",1,pseudo,0.9928190112113952
tính_năng nổi_bật kết_nối blu eto ot h ổn_định,1,pseudo,0.992427408695221
sản_phẩm chất_lượng cao phù_hợp với giá tiền,1,pseudo,0.9884750843048096
chất_lượng sản_phẩm shop bán không_gian giối về hàng rất nhanh lại còn dễ dùng nói_chung là đỉnh có gì lần tới tôi sẽ mua tiếp,1,pseudo,0.9929292798042296
tuyệt_vời mọi nguoi nên mua nhen giá rẻ mà siu siu đẹp lun đoá,1,pseudo,0.9929568767547609
sản_phẩm rất ô_kê tôi rất thích,1,pseudo,0.9929274916648864
k tiện chụp ảnh lên lấy tạm ảnh linh_tinh shop thoi n g cảm,0,pseudo,0.0237394366413354
tính_năng nổi_bật tốt,1,pseudo,0.9922195672988892
hàng tốt rẻ nên mua,1,pseudo,0.9926167130470276
tai nghe đáng ui,1,pseudo,0.9929081201553344
ok quá chất_lượng,1,pseudo,0.9928810596466064
shop chat nhiệt_tình lần sau sẽ mua thêm,1,pseudo,0.9922426342964172
tính_năng nổi_bật như mô_tả,1,pseudo,0.9889734387397766
giáo hàng nhanh đóng_gói cẩn_thận sẽ ủng_hộ shop tiếp ạ,1,pseudo,0.99225652217865
hình_ảnh và video chỉ kan g tinh_chất nhận xu,0,pseudo,0.0279785897582769
sản_phẩm oke nge đc cos play đều đc khá là đẹp giao hàng nhanh nchung ổn,1,pseudo,0.9929445385932922
sp ok so với giá tiền đáng để mua lắm,1,pseudo,0.991616666316986
mua chụp ảnh nma đẹp tuyệt,1,pseudo,0.9929314851760864
hang ok âm_thanh nghe êm ko biet s có dc bền hay ko thi chưa biết dc,1,pseudo,0.9917768239974976
bán được thì bán ko được thì đừng bán đừng có để giá sa le rồi muốn bán hàng gì thì bán m bán cái lồn này thì ai sài được,0,pseudo,0.0042830286547541
"sản phầm rất ok e , nghe khá là ổn , âm_thanh tốt không bị rò_rỉ ra bên ngoài",1,pseudo,0.9928849339485168
"chất_lượng sản_phẩm tốt , âm_thanh rõ",1,pseudo,0.992675006389618
"kết_nối n h anh , bề_ngoài đẹp",1,pseudo,0.9925697445869446
sản_phẩm rất tuyệt dùng được giá rẻ đóng_gói cẩn_thận,1,pseudo,0.992948055267334
shop uy_tín giao hàng nhanh sản_phẩm nghe hay với giá hợp_lý,1,pseudo,0.9925110340118408
rất ôk luôn đấy à chị à em có gì thì làm gì cho em_gái của em về,1,pseudo,0.9901922941207886
sản_phẩm giao nhanh hàng k mà sài đc là tuyệt cờ là vời luôn,1,pseudo,0.9928950667381288
chứ mn đừng đánh_giá shop sao khi chưa biết vấn_đề,0,pseudo,0.036590326577425
"tai nghe xịn , mình săn đc k và mất thêm ship với giá k thì không có gì phải bàn_cãi , nghe nhạc và chơi gam e ổn_đáng tiền mua lắm mọi người ạ , k biết dùng lâu có bị sao k nữa còn hiện_tại thì chất_lượng , lần sau sẽ ủng_hộ thêm cho shop , xứng_đáng đc sao o",1,pseudo,0.9929085969924928
mọi người nên mua về trải_nghiệm thử,1,pseudo,0.990661323070526
chất_lượng sản_phẩm siêu tốt,1,pseudo,0.992912232875824
xinh lắm mua ik shop siêu cut e lun em chất_lượng khỏi bàn cut e lắm lun,1,pseudo,0.9929619431495668
sản_phẩm tốt dẻo câu đc,1,pseudo,0.992661952972412
ảnh và video chỉ mang tính_chất nhận xu,0,pseudo,0.0045609357766807
tính_năng nổi_bật xinh và âm_thanh lớn,1,pseudo,0.9928900003433228
"shop gói khá o k , nghe cx lớn ko kém , mà màu cx cực cưng lun",1,pseudo,0.992492377758026
tính_năng nổi_bật âm_thanh ổn,1,pseudo,0.9927805066108704
"shop giao hàng n h anh , đóng_gói cẩn_thận , mua được với giá hời nên ko đòi_hỏi gì nhiều",1,pseudo,0.9925766587257384
mn nên mua nha,1,pseudo,0.9888343214988708
"hàng đẹp chất lg nha , pin hơi xìu tí thôi n mà vẫn oke nên mua",1,pseudo,0.9900060296058656
